Put: 370 Call: 202 Vol: 30.41 Vol Chg: 0.00 Future Chg: 25.4
Strike,Call,Put,Vol Settle
5455,0,0,0.3315220277242048
5460,0,0,0.3323876236468948
5465,0,0,0.3332615038419391
5470,0,0,0.3341435121568992
5475,0,0,0.335033490814169
5480,0,0,0.33593128041017906
5485,0,0,0.3368367199161213
5490,0,0,0.33774964667756535
5495,0,0,0.3386698964143875
5500,2,0,0.33959730322116854
5505,0,0,0.34053169956663965
5510,0,0,0.34147291629419385
5515,0,0,0.3424207826215877
5520,0,0,0.34337512614108334
5525,0,0,0.3443357728194343
5530,0,0,0.34530254699762963
5535,0,0,0.3462752713913204
5540,0,0,0.3472537670906348
5545,0,0,0.3482378535598798
5550,0,0,0.34922734863809524
5555,0,0,0.3502220685386135
5560,0,0,0.35122182784935774
5570,0,0,0.3532357149249066
5575,1,0,0.35424946373771604
5580,0,0,0.3552674940565197
5590,0,0,0.3573156234269135
5600,11,0,0.35937853521042484
5610,0,0,0.361454635572116
5620,0,0,0.36354230466864124
5630,0,0,0.36563989664760754
5640,0,0,0.3677457396480861
5650,0,0,0.36985813579995863
5660,0,0,0.37197536122477004
5670,0,0,0.37409566603498945
5675,0,0,0.375156419258019
5680,0,0,0.37621727433432284
5690,0,0,0.37833838421772725
5700,0,0,0.38045716777132554
5710,0,0,0.3825717710724348
5720,0,0,0
5725,0,0,0
5730,0,0,0
5740,0,0,0
5750,0,0,0
5760,0,0,0
5770,0,0,0
5775,0,0,0
5780,0,0,0
5790,0,0,0
5800,6,0,0
5810,0,0,0
5820,0,0,0
5825,0,0,0
5830,0,0,0
5840,0,0,0
