Option Contract:		Aug 2026 Option Expiration:	8/27/2026 (0.42 DTE) Option Symbol:		G4RQ6 Underlying Future:	Oct 2026 Underlying Symbol:	GCV6 - G4RQ6 Intraday Volume - Put: 305 Call: 355 Vol: 27.97 Vol Chg: 0.00 Future Chg: 1.8 FutPrc: 4620.0
Strike,Call,Put,Vol Settle
4490,0,1,0.33662079266832734
4495,0,0,0.3320369411721913
4500,0,1,0.3276095318224179
4505,0,0,0.323344263432773
4510,0,0,0.3192465782758518
4515,0,1,0.31532166201941436
4520,0,2,0.3115744438055117
4525,0,1,0.3080095961713596
4530,0,2,0.30463153510754637
4535,0,1,0.301444420032567
4540,0,12,0.29845215379737056
4545,0,2,0.29565838269081723
4550,0,14,0.29306649641330296
4555,0,3,0.2906796281286006
4560,0,15,0.2885006544111093
4565,0,6,0.28653219527041074
4570,0,8,0.28477661414763134
4575,5,24,0.2832360179290845
4580,0,20,0.28191225692899025
4585,0,7,0.28080692486855696
4590,0,9,0.27992135894237435
4595,0,11,0.2792566397529299
4600,1,7,0.27881359133789374
4605,0,9,0.2785927811628426
4610,0,7,0.27859452014035924
4615,1,8,0.2788188626027477
4620,1,31,0.2792656063211325
4625,4,4,0.2799342925045494
4630,2,6,0.28082420576629374
4635,0,0,0.28193437418030953
4640,34,6,0.28326356926027074
4645,17,10,0.28481030592502066
4650,61,12,0.2865728425367706
4655,32,0,0.2885491808938241
4660,34,0,0.29073706622057216
4665,1,0,0.2931339871893215
4670,6,1,0.295737175877548
4675,26,0,0.2985436078197381
4680,5,0,0.3015500019737374
4685,5,0,0.30475282072802656
4690,5,55,0.3081482698999025
4695,1,0,0.3117322987491207
4700,27,2,0.3155005999706191
4705,7,0,0.31944860966723354
4710,2,0,0.3235715074115433
4715,6,0,0.32786421617129236
4720,5,0,0.33232140236759733
4725,6,0,0.3369374758513004
4730,0,0,0.3417065899084264
4735,1,0,0.3466226412474498
4740,0,0,0.3516792700102087
4745,15,0,0.35686985979555175
4750,13,5,0.36218753759203537
